Size, Time
11, 6.890296936035156e-05
11, 7.605552673339844e-05
11, 0.0001652240753173828
11, 8.273124694824219e-05
11, 7.772445678710938e-05
11, 0.0001804828643798828
11, 7.200241088867188e-05
11, 8.416175842285156e-05
11, 6.914138793945312e-05
11, 0.0002372264862060547
12, 9.632110595703125e-05
12, 8.893013000488281e-05
12, 7.843971252441406e-05
12, 7.700920104980469e-05
12, 8.130073547363281e-05
12, 8.487701416015625e-05
12, 6.628036499023438e-05
12, 7.748603820800781e-05
12, 7.271766662597656e-05
12, 8.988380432128906e-05
13, 9.274482727050781e-05
13, 7.915496826171875e-05
13, 0.00026297569274902344
13, 0.00014090538024902344
13, 6.794929504394531e-05
13, 8.630752563476562e-05
13, 0.00010704994201660156
13, 8.96453857421875e-05
13, 0.0001068115234375
13, 9.751319885253906e-05
14, 9.34600830078125e-05
14, 0.00010085105895996094
14, 0.0001575946807861328
14, 0.00010991096496582031
14, 0.0001251697540283203
14, 0.00010752677917480469
14, 0.00018596649169921875
14, 0.0001380443572998047
14, 0.0001277923583984375
14, 7.939338684082031e-05
15, 9.751319885253906e-05
15, 0.00010943412780761719
15, 0.00012969970703125
15, 0.0001976490020751953
15, 8.606910705566406e-05
15, 0.00013637542724609375
15, 0.00015997886657714844
15, 0.00017452239990234375
15, 0.00012087821960449219
15, 5.340576171875e-05
16, 0.00012755393981933594
16, 0.00012135505676269531
16, 0.00011968612670898438
16, 6.961822509765625e-05
16, 0.00012087821960449219
16, 0.00011539459228515625
16, 0.0001761913299560547
16, 9.465217590332031e-05
16, 0.00016832351684570312
16, 0.00012350082397460938
17, 0.0001246929168701172
17, 9.059906005859375e-05
17, 7.62939453125e-05
17, 7.653236389160156e-05
17, 0.0001227855682373047
17, 0.00010442733764648438
17, 6.818771362304688e-05
17, 0.00036025047302246094
17, 8.940696716308594e-05
17, 0.00018978118896484375
18, 8.153915405273438e-05
18, 0.00010561943054199219
18, 8.440017700195312e-05
18, 0.00013446807861328125
18, 0.00018525123596191406
18, 0.00014066696166992188
18, 0.00013518333435058594
18, 0.00012445449829101562
18, 0.00013065338134765625
18, 0.00015306472778320312
19, 7.128715515136719e-05
19, 0.0001735687255859375
19, 0.00022292137145996094
19, 0.00015306472778320312
19, 0.0001246929168701172
19, 0.00016832351684570312
19, 0.00014901161193847656
19, 0.0007879734039306641
19, 0.0001876354217529297
19, 5.91278076171875e-05
20, 0.00018715858459472656
20, 9.441375732421875e-05
20, 0.0025415420532226562
20, 0.0001251697540283203
20, 0.0002372264862060547
20, 0.00018715858459472656
20, 0.00019216537475585938
20, 0.00015807151794433594
20, 0.0001957416534423828
20, 0.00021600723266601562
21, 0.00010085105895996094
21, 0.00016379356384277344
21, 0.00019860267639160156
21, 0.0001678466796875
21, 0.00020360946655273438
21, 9.799003601074219e-05
21, 0.0003285408020019531
21, 0.0002815723419189453
21, 0.0001652240753173828
21, 0.0001010894775390625
22, 0.0001811981201171875
22, 0.00010561943054199219
22, 0.00011920928955078125
22, 0.0002949237823486328
22, 0.00010037422180175781
22, 0.00014734268188476562
22, 0.00013136863708496094
22, 0.00011873245239257812
22, 8.130073547363281e-05
22, 0.00019598007202148438
23, 0.0002532005310058594
23, 0.00018334388732910156
23, 0.0004265308380126953
23, 0.00019407272338867188
23, 0.0001125335693359375
23, 0.00019502639770507812
23, 0.00018835067749023438
23, 0.0002200603485107422
23, 0.0001690387725830078
23, 0.0003056526184082031
24, 7.772445678710938e-05
24, 0.00011420249938964844
24, 0.00020122528076171875
24, 0.00010991096496582031
24, 0.0002689361572265625
24, 0.00010776519775390625
24, 0.00020051002502441406
24, 0.0002491474151611328
24, 0.00026726722717285156
24, 0.0003986358642578125
25, 0.00023603439331054688
25, 0.0012295246124267578
25, 0.00020742416381835938
25, 0.00020051002502441406
25, 0.00020742416381835938
25, 0.0002357959747314453
25, 0.0001232624053955078
25, 0.000213623046875
25, 0.0014595985412597656
25, 0.00023293495178222656
26, 0.00029397010803222656
26, 0.0002892017364501953
26, 0.0006134510040283203
26, 0.00010585784912109375
26, 0.0016720294952392578
26, 0.00027632713317871094
26, 0.0008554458618164062
26, 0.00010776519775390625
26, 0.00012755393981933594
26, 0.0001666545867919922
27, 0.0005035400390625
27, 0.00024366378784179688
27, 0.00019931793212890625
27, 8.296966552734375e-05
27, 0.00023818016052246094
27, 0.0002865791320800781
27, 0.00031566619873046875
27, 0.0002605915069580078
27, 0.00030922889709472656
27, 0.00024056434631347656
28, 9.918212890625e-05
28, 0.000247955322265625
28, 8.869171142578125e-05
28, 0.0012242794036865234
28, 0.00010967254638671875
28, 0.00014734268188476562
28, 0.0002522468566894531
28, 0.0002512931823730469
28, 0.0006721019744873047
28, 0.0002758502960205078
29, 0.00026297569274902344
29, 0.0005190372467041016
29, 0.00032067298889160156
29, 0.0002846717834472656
29, 0.0003650188446044922
29, 0.0002872943878173828
29, 0.0004420280456542969
29, 0.00028634071350097656
29, 0.0002639293670654297
29, 0.0003705024719238281
30, 0.0003612041473388672
30, 0.0005068778991699219
30, 0.0019259452819824219
30, 0.0001518726348876953
30, 0.00012159347534179688
30, 0.0022890567779541016
30, 0.0002803802490234375
30, 0.00027441978454589844
30, 0.0005934238433837891
30, 0.00013065338134765625
