Size, Time
100, 0.00034928321838378906
100, 0.00043272972106933594
100, 0.00036525726318359375
100, 0.0003781318664550781
200, 0.0008144378662109375
200, 0.0007874965667724609
200, 0.0008227825164794922
200, 0.0008406639099121094
300, 0.0013425350189208984
300, 0.0037689208984375
300, 0.0012774467468261719
300, 0.0012199878692626953
400, 0.005629301071166992
400, 0.003444194793701172
400, 0.002962350845336914
400, 0.0016655921936035156
500, 0.0063629150390625
500, 0.0036830902099609375
500, 0.0028395652770996094
500, 0.002643108367919922
600, 0.004548311233520508
600, 0.00948786735534668
600, 0.0032231807708740234
600, 0.003319978713989258
700, 0.004593372344970703
700, 0.0037658214569091797
700, 0.008951425552368164
700, 0.005205392837524414
800, 0.02202439308166504
800, 0.006857156753540039
800, 0.004230499267578125
800, 0.004181861877441406
900, 0.0046939849853515625
900, 0.00784158706665039
900, 0.004967212677001953
900, 0.004875659942626953
1000, 0.009221792221069336
1000, 0.005560636520385742
1000, 0.009411334991455078
1000, 0.00992894172668457
1100, 0.00972604751586914
1100, 0.021245479583740234
1100, 0.005548715591430664
1100, 0.005879878997802734
1200, 0.006211280822753906
1200, 0.008008241653442383
1200, 0.006675243377685547
1200, 0.0062656402587890625
1300, 0.006705284118652344
1300, 0.011330366134643555
1300, 0.011907577514648438
1300, 0.008985757827758789
1400, 0.007285594940185547
1400, 0.010305404663085938
1400, 0.007318735122680664
1400, 0.011391878128051758
1500, 0.0081024169921875
1500, 0.021138429641723633
1500, 0.01693415641784668
1500, 0.007947206497192383
1600, 0.013102531433105469
1600, 0.01442265510559082
1600, 0.008885622024536133
1600, 0.009864330291748047
1700, 0.01193547248840332
1700, 0.01034402847290039
1700, 0.009016752243041992
1700, 0.008926868438720703
1800, 0.011555671691894531
1800, 0.01830887794494629
1800, 0.009514808654785156
1800, 0.010571956634521484
1900, 0.010289669036865234
1900, 0.009893417358398438
1900, 0.00998234748840332
1900, 0.011214971542358398
2000, 0.02242755889892578
2000, 0.011814355850219727
2000, 0.013465166091918945
2000, 0.010665416717529297
2100, 0.011013269424438477
2100, 0.013892412185668945
2100, 0.014762401580810547
2100, 0.011087894439697266
2200, 0.016080856323242188
2200, 0.017836809158325195
2200, 0.011194467544555664
2200, 0.011991500854492188
2300, 0.02614116668701172
2300, 0.012654542922973633
2300, 0.013051509857177734
2300, 0.011741399765014648
2400, 0.019535064697265625
2400, 0.013580799102783203
2400, 0.01455831527709961
2400, 0.012921810150146484
2500, 0.015432357788085938
2500, 0.016489505767822266
2500, 0.015658855438232422
2500, 0.0174252986907959
2600, 0.014617681503295898
2600, 0.04539155960083008
2600, 0.01399683952331543
2600, 0.04938054084777832
2700, 0.04300713539123535
2700, 0.019203901290893555
2700, 0.014765262603759766
2700, 0.02577519416809082
2800, 0.046225786209106445
2800, 0.08332991600036621
2800, 0.025439023971557617
2800, 0.017121315002441406
2900, 0.020917892456054688
2900, 0.018492698669433594
2900, 0.022292137145996094
2900, 0.02643871307373047
3000, 0.03425741195678711
3000, 0.020699739456176758
3000, 0.01779651641845703
3000, 0.018049240112304688
3100, 0.019553661346435547
3100, 0.01691150665283203
3100, 0.0168149471282959
3100, 0.017617225646972656
3200, 0.02132248878479004
3200, 0.024433374404907227
3200, 0.01871776580810547
3200, 0.024445295333862305
3300, 0.020839691162109375
3300, 0.02163243293762207
3300, 0.03388404846191406
3300, 0.022536754608154297
3400, 0.025928974151611328
3400, 0.031766653060913086
3400, 0.04097700119018555
3400, 0.035053253173828125
3500, 0.037931203842163086
3500, 0.03102397918701172
3500, 0.029027700424194336
3500, 0.0316774845123291
3600, 0.026255369186401367
3600, 0.028059005737304688
3600, 0.028887510299682617
3600, 0.043740272521972656
3700, 0.021352052688598633
3700, 0.0335540771484375
3700, 0.03866863250732422
3700, 0.021329164505004883
3800, 0.025100231170654297
3800, 0.021966934204101562
3800, 0.021111011505126953
3800, 0.021063566207885742
3900, 0.02155327796936035
3900, 0.025360822677612305
3900, 0.03165698051452637
3900, 0.033722639083862305
4000, 0.02237677574157715
4000, 0.03671431541442871
4000, 0.023645401000976562
4000, 0.026258230209350586
4100, 0.026004314422607422
4100, 0.02379918098449707
4100, 0.03763556480407715
4100, 0.024266958236694336
4200, 0.04520821571350098
4200, 0.027259111404418945
4200, 0.033699989318847656
4200, 0.03121185302734375
4300, 0.030350923538208008
4300, 0.025758743286132812
4300, 0.024544715881347656
4300, 0.030431509017944336
4400, 0.027089595794677734
4400, 0.029685497283935547
4400, 0.025943756103515625
4400, 0.024604320526123047
4500, 0.028883695602416992
4500, 0.04079866409301758
4500, 0.03587150573730469
4500, 0.03154134750366211
4600, 0.040590524673461914
4600, 0.04943585395812988
4600, 0.04611921310424805
