Size, Time
11, 0.00010776519775390625
11, 0.00016260147094726562
11, 0.00014662742614746094
11, 0.00017380714416503906
11, 0.00012540817260742188
11, 9.393692016601562e-05
11, 0.000213623046875
11, 0.000141143798828125
11, 0.0002624988555908203
11, 0.0001239776611328125
12, 0.00015354156494140625
12, 0.00016951560974121094
12, 0.00010657310485839844
12, 0.00013327598571777344
12, 0.00012087821960449219
12, 0.00017881393432617188
12, 0.00010800361633300781
12, 0.00013446807861328125
12, 0.00011324882507324219
12, 0.00011181831359863281
13, 0.00011539459228515625
13, 0.00014400482177734375
13, 0.00015091896057128906
13, 0.00014352798461914062
13, 0.00020074844360351562
13, 0.0001842975616455078
13, 0.00019431114196777344
13, 0.00015044212341308594
13, 0.0001773834228515625
13, 0.0002465248107910156
14, 0.00013136863708496094
14, 0.0002002716064453125
14, 0.0002307891845703125
14, 0.0001785755157470703
14, 0.0001456737518310547
14, 0.00015354156494140625
14, 0.00015044212341308594
14, 0.0001990795135498047
14, 0.0002167224884033203
14, 0.0004105567932128906
15, 0.0002541542053222656
15, 0.0002460479736328125
15, 0.00014400482177734375
15, 0.0001919269561767578
15, 0.0002994537353515625
15, 0.00012183189392089844
15, 0.00018668174743652344
15, 0.00019097328186035156
15, 0.00016450881958007812
15, 0.0001678466796875
16, 0.00014829635620117188
16, 0.0002510547637939453
16, 0.00027942657470703125
16, 0.0005388259887695312
16, 0.00026607513427734375
16, 0.0002357959747314453
16, 0.0001800060272216797
16, 0.00024175643920898438
16, 0.00034689903259277344
16, 0.00014519691467285156
17, 0.00023603439331054688
17, 0.00026988983154296875
17, 0.0002491474151611328
17, 0.00022268295288085938
17, 0.00040411949157714844
17, 0.0003323554992675781
17, 0.00022649765014648438
17, 0.0002663135528564453
17, 0.0002181529998779297
