Type, Size, Saturation, Time
list, 3, 25, 3.552436828613281e-05
list, 3, 25, 4.744529724121094e-05
list, 3, 25, 3.0279159545898438e-05
list, 3, 25, 3.147125244140625e-05
list, 3, 25, 2.4318695068359375e-05
list, 3, 25, 3.266334533691406e-05
list, 3, 25, 3.409385681152344e-05
list, 3, 25, 3.910064697265625e-05
list, 3, 25, 2.9325485229492188e-05
list, 3, 30, 3.314018249511719e-05
list, 3, 30, 2.7418136596679688e-05
list, 3, 30, 2.9325485229492188e-05
list, 3, 30, 3.409385681152344e-05
list, 3, 30, 2.6226043701171875e-05
list, 3, 30, 3.790855407714844e-05
list, 3, 30, 4.220008850097656e-05
list, 3, 30, 4.363059997558594e-05
list, 3, 30, 2.9802322387695312e-05
list, 3, 30, 3.0994415283203125e-05
list, 3, 35, 2.6226043701171875e-05
list, 3, 35, 3.5762786865234375e-05
list, 3, 35, 4.3392181396484375e-05
list, 3, 35, 4.029273986816406e-05
list, 3, 35, 3.647804260253906e-05
list, 3, 35, 3.337860107421875e-05
list, 3, 35, 3.266334533691406e-05
list, 3, 35, 3.170967102050781e-05
list, 3, 35, 3.337860107421875e-05
list, 3, 35, 3.790855407714844e-05
list, 3, 40, 3.695487976074219e-05
list, 3, 40, 4.267692565917969e-05
list, 3, 40, 3.886222839355469e-05
list, 3, 40, 4.3392181396484375e-05
list, 3, 40, 4.0531158447265625e-05
list, 3, 40, 3.361701965332031e-05
list, 3, 40, 4.410743713378906e-05
list, 3, 40, 4.5299530029296875e-05
list, 3, 40, 4.0531158447265625e-05
list, 3, 40, 3.6716461181640625e-05
list, 3, 45, 3.743171691894531e-05
list, 3, 45, 4.1484832763671875e-05
list, 3, 45, 3.600120544433594e-05
list, 3, 45, 4.363059997558594e-05
list, 3, 45, 3.0279159545898438e-05
list, 3, 45, 4.00543212890625e-05
list, 3, 45, 4.6253204345703125e-05
list, 3, 45, 4.220008850097656e-05
list, 3, 45, 4.172325134277344e-05
list, 3, 45, 3.838539123535156e-05
list, 3, 50, 3.838539123535156e-05
list, 3, 50, 3.743171691894531e-05
list, 3, 50, 3.600120544433594e-05
list, 3, 50, 3.0994415283203125e-05
list, 3, 50, 3.337860107421875e-05
list, 3, 50, 3.790855407714844e-05
list, 3, 50, 3.4332275390625e-05
list, 3, 50, 3.6716461181640625e-05
list, 3, 50, 3.4809112548828125e-05
list, 3, 50, 4.1484832763671875e-05
list, 3, 55, 4.315376281738281e-05
list, 3, 55, 4.863739013671875e-05
list, 3, 55, 6.079673767089844e-05
list, 3, 55, 4.4345855712890625e-05
list, 3, 55, 3.695487976074219e-05
list, 3, 55, 3.3855438232421875e-05
list, 3, 55, 3.409385681152344e-05
list, 3, 55, 4.553794860839844e-05
list, 3, 55, 3.790855407714844e-05
list, 3, 55, 4.2438507080078125e-05
list, 3, 60, 0.0001704692840576172
list, 3, 60, 4.100799560546875e-05
list, 3, 60, 3.814697265625e-05
list, 3, 60, 3.647804260253906e-05
list, 3, 60, 3.3855438232421875e-05
list, 3, 60, 3.814697265625e-05
list, 3, 60, 3.6716461181640625e-05
list, 3, 60, 3.790855407714844e-05
list, 3, 60, 4.38690185546875e-05
list, 3, 60, 4.267692565917969e-05
list, 3, 65, 3.838539123535156e-05
list, 3, 65, 4.3392181396484375e-05
list, 3, 65, 6.151199340820312e-05
list, 3, 65, 4.220008850097656e-05
list, 3, 65, 3.719329833984375e-05
list, 3, 65, 4.363059997558594e-05
list, 3, 65, 3.910064697265625e-05
list, 3, 65, 3.7670135498046875e-05
list, 3, 65, 3.743171691894531e-05
list, 3, 65, 5.030632019042969e-05
list, 3, 70, 4.863739013671875e-05
list, 3, 70, 3.337860107421875e-05
list, 3, 70, 3.123283386230469e-05
list, 3, 70, 4.410743713378906e-05
list, 3, 70, 3.600120544433594e-05
list, 3, 70, 4.291534423828125e-05
list, 3, 70, 4.220008850097656e-05
list, 3, 70, 4.1961669921875e-05
list, 3, 70, 3.123283386230469e-05
list, 3, 70, 3.743171691894531e-05
list, 3, 75, 3.838539123535156e-05
list, 3, 75, 3.814697265625e-05
list, 3, 75, 3.4809112548828125e-05
list, 3, 75, 5.1021575927734375e-05
list, 3, 75, 3.123283386230469e-05
list, 3, 75, 3.4809112548828125e-05
list, 3, 75, 3.6716461181640625e-05
list, 3, 75, 8.034706115722656e-05
list, 3, 75, 3.4332275390625e-05
list, 3, 75, 4.601478576660156e-05
list, 3, 80, 4.506111145019531e-05
list, 3, 80, 5.459785461425781e-05
list, 3, 80, 4.220008850097656e-05
list, 3, 80, 4.363059997558594e-05
list, 3, 80, 4.124641418457031e-05
list, 3, 80, 4.0531158447265625e-05
list, 3, 80, 2.5272369384765625e-05
list, 3, 80, 3.0994415283203125e-05
list, 3, 80, 4.1484832763671875e-05
list, 3, 80, 3.695487976074219e-05
list, 3, 85, 3.528594970703125e-05
list, 3, 85, 4.2438507080078125e-05
list, 3, 85, 4.076957702636719e-05
list, 3, 85, 4.6253204345703125e-05
list, 3, 85, 5.6743621826171875e-05
list, 3, 85, 4.57763671875e-05
list, 3, 85, 4.1961669921875e-05
list, 3, 85, 4.482269287109375e-05
list, 3, 85, 3.361701965332031e-05
list, 3, 85, 3.695487976074219e-05
list, 3, 90, 3.790855407714844e-05
list, 3, 90, 3.3855438232421875e-05
list, 3, 90, 3.838539123535156e-05
list, 3, 90, 3.886222839355469e-05
list, 3, 90, 3.647804260253906e-05
list, 3, 90, 0.0001404285430908203
list, 3, 90, 3.981590270996094e-05
list, 3, 90, 4.9114227294921875e-05
list, 3, 90, 4.5299530029296875e-05
list, 3, 90, 4.601478576660156e-05
list, 3, 95, 3.910064697265625e-05
list, 3, 95, 3.7670135498046875e-05
list, 3, 95, 3.337860107421875e-05
list, 3, 95, 3.6716461181640625e-05
list, 3, 95, 3.1948089599609375e-05
list, 3, 95, 3.5762786865234375e-05
list, 3, 95, 3.910064697265625e-05
list, 3, 95, 3.409385681152344e-05
list, 3, 95, 3.62396240234375e-05
list, 3, 95, 3.314018249511719e-05
list, 3, 100, 5.221366882324219e-05
list, 3, 100, 3.3855438232421875e-05
list, 3, 100, 3.147125244140625e-05
list, 3, 100, 4.315376281738281e-05
list, 3, 100, 4.482269287109375e-05
list, 3, 100, 3.600120544433594e-05
list, 3, 100, 3.504753112792969e-05
list, 3, 100, 3.528594970703125e-05
list, 3, 100, 4.029273986816406e-05
list, 3, 100, 3.814697265625e-05
list, 4, 5, 4.506111145019531e-05
list, 4, 5, 4.839897155761719e-05
list, 4, 5, 3.147125244140625e-05
list, 4, 5, 3.504753112792969e-05
list, 4, 5, 2.86102294921875e-05
list, 4, 5, 4.506111145019531e-05
list, 4, 5, 4.482269287109375e-05
list, 4, 5, 3.409385681152344e-05
list, 4, 5, 3.647804260253906e-05
list, 4, 5, 3.4332275390625e-05
list, 4, 10, 3.743171691894531e-05
list, 4, 10, 3.695487976074219e-05
list, 4, 10, 3.790855407714844e-05
list, 4, 10, 4.5299530029296875e-05
list, 4, 10, 3.266334533691406e-05
list, 4, 10, 3.1948089599609375e-05
list, 4, 10, 2.7894973754882812e-05
list, 4, 10, 4.673004150390625e-05
list, 4, 10, 4.0531158447265625e-05
list, 4, 10, 4.1484832763671875e-05
list, 4, 15, 3.24249267578125e-05
list, 4, 15, 2.9802322387695312e-05
list, 4, 15, 3.409385681152344e-05
list, 4, 15, 3.2901763916015625e-05
list, 4, 15, 3.24249267578125e-05
list, 4, 15, 3.62396240234375e-05
list, 4, 15, 8.249282836914062e-05
list, 4, 15, 3.9577484130859375e-05
list, 4, 15, 4.124641418457031e-05
list, 4, 15, 3.0279159545898438e-05
list, 4, 20, 4.482269287109375e-05
list, 4, 20, 4.2438507080078125e-05
list, 4, 20, 5.14984130859375e-05
list, 4, 20, 4.9591064453125e-05
list, 4, 20, 3.981590270996094e-05
list, 4, 20, 4.792213439941406e-05
list, 4, 20, 3.600120544433594e-05
list, 4, 20, 3.337860107421875e-05
list, 4, 20, 3.8623809814453125e-05
list, 4, 20, 4.00543212890625e-05
list, 4, 25, 4.1961669921875e-05
list, 4, 25, 4.76837158203125e-05
list, 4, 25, 4.100799560546875e-05
list, 4, 25, 3.719329833984375e-05
list, 4, 25, 4.029273986816406e-05
list, 4, 25, 3.743171691894531e-05
list, 4, 25, 3.886222839355469e-05
list, 4, 25, 3.743171691894531e-05
list, 4, 25, 3.123283386230469e-05
list, 4, 25, 2.9802322387695312e-05
list, 4, 30, 3.5762786865234375e-05
list, 4, 30, 0.00012063980102539062
list, 4, 30, 3.838539123535156e-05
list, 4, 30, 4.5299530029296875e-05
list, 4, 30, 4.2438507080078125e-05
list, 4, 30, 4.506111145019531e-05
list, 4, 30, 4.744529724121094e-05
list, 4, 30, 4.363059997558594e-05
list, 4, 30, 4.8160552978515625e-05
list, 4, 30, 3.504753112792969e-05
list, 4, 35, 3.4809112548828125e-05
list, 4, 35, 3.814697265625e-05
list, 4, 35, 4.220008850097656e-05
list, 4, 35, 4.887580871582031e-05
list, 4, 35, 5.245208740234375e-05
list, 4, 35, 3.361701965332031e-05
list, 4, 35, 3.5762786865234375e-05
list, 4, 35, 2.7418136596679688e-05
list, 4, 35, 3.8623809814453125e-05
list, 4, 35, 3.4809112548828125e-05
list, 4, 40, 4.0531158447265625e-05
list, 4, 40, 3.790855407714844e-05
list, 4, 40, 3.7670135498046875e-05
list, 4, 40, 4.8160552978515625e-05
list, 4, 40, 4.363059997558594e-05
list, 4, 40, 4.124641418457031e-05
list, 4, 40, 4.315376281738281e-05
list, 4, 40, 4.649162292480469e-05
list, 4, 40, 3.647804260253906e-05
list, 4, 40, 4.4345855712890625e-05
list, 4, 45, 4.029273986816406e-05
list, 4, 45, 4.1484832763671875e-05
list, 4, 45, 4.220008850097656e-05
list, 4, 45, 4.553794860839844e-05
list, 4, 45, 4.792213439941406e-05
list, 4, 45, 4.1961669921875e-05
