Type, Size, Saturation, Time
list, 3, 75, 2.6226043701171875e-06
list, 3, 75, 2.384185791015625e-06
list, 3, 75, 3.0994415283203125e-06
list, 3, 75, 2.6226043701171875e-06
list, 3, 75, 2.6226043701171875e-06
list, 3, 75, 3.5762786865234375e-06
list, 3, 75, 3.0994415283203125e-06
list, 3, 75, 2.6226043701171875e-06
list, 3, 80, 2.6226043701171875e-06
list, 3, 80, 2.384185791015625e-06
list, 3, 80, 2.6226043701171875e-06
list, 3, 80, 2.384185791015625e-06
list, 3, 80, 3.337860107421875e-06
list, 3, 80, 3.0994415283203125e-06
list, 3, 80, 3.0994415283203125e-06
list, 3, 80, 3.337860107421875e-06
list, 3, 80, 2.86102294921875e-06
list, 3, 80, 3.0994415283203125e-06
list, 3, 85, 3.814697265625e-06
list, 3, 85, 2.6226043701171875e-06
list, 3, 85, 3.5762786865234375e-06
list, 3, 85, 3.337860107421875e-06
list, 3, 85, 4.291534423828125e-06
list, 3, 85, 3.0994415283203125e-06
list, 3, 85, 3.814697265625e-06
list, 3, 85, 2.86102294921875e-06
list, 3, 85, 2.384185791015625e-06
list, 3, 85, 2.86102294921875e-06
list, 3, 90, 2.6226043701171875e-06
list, 3, 90, 2.86102294921875e-06
list, 3, 90, 3.814697265625e-06
list, 3, 90, 4.0531158447265625e-06
list, 3, 90, 2.384185791015625e-06
list, 3, 90, 2.384185791015625e-06
list, 3, 90, 3.0994415283203125e-06
list, 3, 90, 2.6226043701171875e-06
list, 3, 90, 2.6226043701171875e-06
list, 3, 90, 2.86102294921875e-06
list, 3, 95, 2.6226043701171875e-06
list, 3, 95, 3.814697265625e-06
list, 3, 95, 3.337860107421875e-06
list, 3, 95, 4.0531158447265625e-06
list, 3, 95, 2.86102294921875e-06
list, 3, 95, 2.86102294921875e-06
list, 3, 95, 2.86102294921875e-06
list, 3, 95, 3.0994415283203125e-06
list, 3, 95, 2.384185791015625e-06
list, 3, 95, 2.86102294921875e-06
list, 3, 100, 2.86102294921875e-06
list, 3, 100, 2.86102294921875e-06
list, 3, 100, 2.86102294921875e-06
list, 3, 100, 3.0994415283203125e-06
list, 3, 100, 2.6226043701171875e-06
list, 3, 100, 2.384185791015625e-06
list, 3, 100, 4.0531158447265625e-06
list, 3, 100, 2.86102294921875e-06
list, 3, 100, 2.6226043701171875e-06
list, 3, 100, 2.6226043701171875e-06
list, 4, 5, 2.86102294921875e-06
list, 4, 5, 4.291534423828125e-06
list, 4, 5, 2.384185791015625e-06
list, 4, 5, 2.6226043701171875e-06
list, 4, 5, 2.6226043701171875e-06
list, 4, 5, 4.5299530029296875e-06
list, 4, 5, 3.0994415283203125e-06
list, 4, 5, 3.337860107421875e-06
list, 4, 5, 2.86102294921875e-06
list, 4, 5, 2.384185791015625e-06
list, 4, 10, 3.337860107421875e-06
list, 4, 10, 4.0531158447265625e-06
list, 4, 10, 2.384185791015625e-06
list, 4, 10, 2.86102294921875e-06
list, 4, 10, 2.6226043701171875e-06
list, 4, 10, 2.6226043701171875e-06
list, 4, 10, 2.86102294921875e-06
list, 4, 10, 2.384185791015625e-06
list, 4, 10, 4.291534423828125e-06
list, 4, 10, 2.6226043701171875e-06
list, 4, 15, 3.0994415283203125e-06
list, 4, 15, 2.384185791015625e-06
list, 4, 15, 2.6226043701171875e-06
list, 4, 15, 2.6226043701171875e-06
list, 4, 15, 2.86102294921875e-06
list, 4, 15, 2.6226043701171875e-06
list, 4, 15, 1.71661376953125e-05
list, 4, 15, 4.0531158447265625e-06
list, 4, 15, 3.0994415283203125e-06
list, 4, 15, 3.337860107421875e-06
list, 4, 20, 2.86102294921875e-06
list, 4, 20, 2.6226043701171875e-06
list, 4, 20, 2.86102294921875e-06
list, 4, 20, 4.5299530029296875e-06
list, 4, 20, 2.6226043701171875e-06
list, 4, 20, 3.0994415283203125e-06
list, 4, 20, 3.0994415283203125e-06
list, 4, 20, 2.384185791015625e-06
list, 4, 20, 2.1457672119140625e-06
list, 4, 20, 2.6226043701171875e-06
list, 4, 25, 2.86102294921875e-06
list, 4, 25, 2.384185791015625e-06
list, 4, 25, 2.6226043701171875e-06
list, 4, 25, 4.0531158447265625e-06
list, 4, 25, 4.0531158447265625e-06
list, 4, 25, 2.6226043701171875e-06
list, 4, 25, 2.6226043701171875e-06
list, 4, 25, 2.384185791015625e-06
list, 4, 25, 2.6226043701171875e-06
list, 4, 25, 2.6226043701171875e-06
list, 4, 30, 2.6226043701171875e-06
list, 4, 30, 2.1457672119140625e-06
list, 4, 30, 2.384185791015625e-06
list, 4, 30, 3.0994415283203125e-06
list, 4, 30, 2.6226043701171875e-06
list, 4, 30, 2.1457672119140625e-06
list, 4, 30, 2.86102294921875e-06
list, 4, 30, 3.0994415283203125e-06
list, 4, 30, 2.86102294921875e-06
list, 4, 30, 3.5762786865234375e-06
list, 4, 35, 2.6226043701171875e-06
list, 4, 35, 3.337860107421875e-06
list, 4, 35, 2.86102294921875e-06
list, 4, 35, 2.86102294921875e-06
list, 4, 35, 3.337860107421875e-06
list, 4, 35, 2.6226043701171875e-06
list, 4, 35, 3.337860107421875e-06
list, 4, 35, 2.86102294921875e-06
list, 4, 35, 3.5762786865234375e-06
list, 4, 35, 3.5762786865234375e-06
list, 4, 40, 2.6226043701171875e-06
list, 4, 40, 3.5762786865234375e-06
list, 4, 40, 3.0994415283203125e-06
list, 4, 40, 2.384185791015625e-06
list, 4, 40, 3.814697265625e-06
list, 4, 40, 3.337860107421875e-06
list, 4, 40, 4.5299530029296875e-06
list, 4, 40, 3.814697265625e-06
list, 4, 40, 3.337860107421875e-06
list, 4, 40, 2.6226043701171875e-06
