Type, Size, Saturation, Time
list, 3, 70, 3.123283386230469e-05
list, 3, 70, 4.029273986816406e-05
list, 3, 70, 3.814697265625e-05
list, 3, 70, 6.246566772460938e-05
list, 3, 70, 4.935264587402344e-05
list, 3, 70, 6.437301635742188e-05
list, 3, 70, 3.838539123535156e-05
list, 3, 70, 4.410743713378906e-05
list, 3, 70, 3.647804260253906e-05
list, 3, 70, 3.7670135498046875e-05
list, 3, 75, 3.314018249511719e-05
list, 3, 75, 3.9577484130859375e-05
list, 3, 75, 3.361701965332031e-05
list, 3, 75, 3.838539123535156e-05
list, 3, 75, 4.363059997558594e-05
list, 3, 75, 3.62396240234375e-05
list, 3, 75, 4.291534423828125e-05
list, 3, 75, 4.8160552978515625e-05
list, 3, 75, 3.981590270996094e-05
list, 3, 75, 0.00020599365234375
list, 3, 80, 4.6253204345703125e-05
list, 3, 80, 5.1975250244140625e-05
list, 3, 80, 3.504753112792969e-05
list, 3, 80, 5.078315734863281e-05
list, 3, 80, 4.5299530029296875e-05
list, 3, 80, 4.601478576660156e-05
list, 3, 80, 3.1948089599609375e-05
list, 3, 80, 3.981590270996094e-05
list, 3, 80, 3.9577484130859375e-05
list, 3, 80, 4.0531158447265625e-05
list, 3, 85, 4.410743713378906e-05
list, 3, 85, 3.790855407714844e-05
list, 3, 85, 9.226799011230469e-05
list, 3, 85, 5.435943603515625e-05
list, 3, 85, 5.412101745605469e-05
list, 3, 85, 5.0067901611328125e-05
list, 3, 85, 6.461143493652344e-05
list, 3, 85, 3.647804260253906e-05
list, 3, 85, 4.1484832763671875e-05
list, 3, 85, 4.649162292480469e-05
list, 3, 90, 3.528594970703125e-05
list, 3, 90, 0.0001633167266845703
list, 3, 90, 5.1021575927734375e-05
list, 3, 90, 5.125999450683594e-05
list, 3, 90, 6.031990051269531e-05
list, 3, 90, 3.719329833984375e-05
list, 3, 90, 5.2928924560546875e-05
list, 3, 90, 4.8160552978515625e-05
list, 3, 90, 4.7206878662109375e-05
list, 3, 90, 6.389617919921875e-05
list, 3, 95, 6.103515625e-05
list, 3, 95, 4.4345855712890625e-05
list, 3, 95, 4.9114227294921875e-05
list, 3, 95, 5.054473876953125e-05
list, 3, 95, 4.315376281738281e-05
list, 3, 95, 3.719329833984375e-05
list, 3, 95, 3.910064697265625e-05
list, 3, 95, 4.38690185546875e-05
list, 3, 95, 4.1484832763671875e-05
list, 3, 95, 5.14984130859375e-05
list, 3, 100, 4.744529724121094e-05
list, 3, 100, 4.3392181396484375e-05
list, 3, 100, 3.552436828613281e-05
list, 3, 100, 3.24249267578125e-05
list, 3, 100, 5.4836273193359375e-05
list, 3, 100, 3.981590270996094e-05
list, 3, 100, 4.4345855712890625e-05
list, 3, 100, 3.838539123535156e-05
